request_id,opened_at,closed_at,service,request_type,assignment_group,status,fulfillment_hours
REQ21104,2025-12-12 17:10:37.623315,2025-12-13 21:10:37.623315,Сервис-деск,Доступ,Application Support,Отклонен,28
REQ21105,2025-12-12 01:42:37.623315,2025-12-15 02:42:37.623315,ERP,Учетная запись,Service Desk L2,В работе,73
REQ21106,2025-12-12 19:31:37.623315,2025-12-14 02:31:37.623315,VPN,Оборудование,Network,Завершен,31
REQ21107,2025-12-12 12:15:37.623315,2025-12-16 12:15:37.623315,ERP,Доступ,Service Desk L1,В работе,96
REQ21108,2025-12-12 20:08:37.623315,2025-12-14 06:08:37.623315,Сеть офисов,Оборудование,Service Desk L1,В работе,34
REQ21109,2025-12-12 11:22:37.623315,2025-12-15 00:22:37.623315,VPN,Сброс пароля,Network,В работе,61
REQ21110,2025-12-12 15:06:37.623315,2025-12-14 01:06:37.623315,Data Platform,Оборудование,Service Desk L2,Завершен,34
REQ21111,2025-12-12 11:08:37.623315,2025-12-15 21:08:37.623315,Сеть офисов,Сброс пароля,Service Desk L1,В работе,82
REQ21112,2025-12-12 19:26:37.623315,2025-12-16 05:26:37.623315,Data Platform,Сброс пароля,Service Desk L2,Отклонен,82
REQ21113,2025-12-12 02:48:37.623315,2025-12-12 12:48:37.623315,Data Platform,Доступ,Network,Завершен,10
REQ21114,2025-12-12 05:18:37.623315,2025-12-13 04:18:37.623315,Корпоративная почта,BI-отчет,Service Desk L2,Завершен,23
REQ21115,2025-12-12 11:57:37.623315,2025-12-15 11:57:37.623315,Корпоративная почта,Учетная запись,Network,Завершен,72
REQ21116,2025-12-12 07:11:37.623315,2025-12-13 23:11:37.623315,ERP,Учетная запись,DBA,В работе,40
REQ21117,2025-12-12 22:17:37.623315,2025-12-13 07:17:37.623315,Сервис-деск,BI-отчет,Network,Отклонен,9
REQ21118,2025-12-12 06:05:37.623315,2025-12-14 22:05:37.623315,Data Platform,Сброс пароля,NOC,Отклонен,64
REQ21119,2025-12-12 03:58:37.623315,2025-12-16 01:58:37.623315,VPN,BI-отчет,DBA,В работе,94
REQ21120,2025-12-12 21:01:37.623315,2025-12-14 05:01:37.623315,VPN,Доступ,Application Support,В работе,32
REQ21121,2025-12-12 19:43:37.623315,2025-12-13 00:43:37.623315,Сеть офисов,Учетная запись,Service Desk L2,Отклонен,5
REQ21122,2025-12-12 12:06:37.623315,2025-12-13 13:06:37.623315,Корпоративная почта,BI-отчет,Application Support,В работе,25
REQ21123,2025-12-12 11:49:37.623315,2025-12-14 23:49:37.623315,Корпоративная почта,BI-отчет,Service Desk L2,В работе,60
REQ21124,2025-12-12 12:47:37.623315,2025-12-14 21:47:37.623315,Корпоративная почта,Доступ,Application Support,В работе,57
REQ21125,2025-12-12 22:46:37.623315,2025-12-14 06:46:37.623315,ERP,Оборудование,NOC,Завершен,32
REQ21126,2025-12-12 03:29:37.623315,2025-12-15 20:29:37.623315,Сервис-деск,Оборудование,Network,Отклонен,89
REQ21127,2025-12-12 17:55:37.623315,2025-12-13 00:55:37.623315,Корпоративная почта,Оборудование,Service Desk L2,В работе,7
REQ21128,2025-12-12 12:56:37.623315,2025-12-13 18:56:37.623315,Data Platform,Согласование,Network,Отклонен,30
REQ21129,2025-12-12 22:22:37.623315,2025-12-13 12:22:37.623315,Data Platform,Согласование,Service Desk L1,Завершен,14
REQ21130,2025-12-12 09:30:37.623315,2025-12-15 20:30:37.623315,ERP,Сброс пароля,DBA,Завершен,83
REQ21131,2025-12-12 07:39:37.623315,2025-12-12 12:39:37.623315,Сеть офисов,Оборудование,Application Support,Завершен,5
REQ21132,2025-12-12 10:25:37.623315,2025-12-14 22:25:37.623315,ERP,Согласование,Network,В работе,60
REQ21133,2025-12-12 08:29:37.623315,2025-12-14 10:29:37.623315,Корпоративная почта,Доступ,Service Desk L1,В работе,50
REQ21134,2025-12-12 06:52:37.623315,2025-12-13 00:52:37.623315,Data Platform,Оборудование,NOC,Отклонен,18
REQ21135,2025-12-12 18:11:37.623315,2025-12-14 17:11:37.623315,Сервис-деск,Учетная запись,DBA,Отклонен,47
REQ21136,2025-12-12 19:42:37.623315,2025-12-14 18:42:37.623315,Сеть офисов,Оборудование,Service Desk L2,Завершен,47
REQ21137,2025-12-12 15:04:37.623315,2025-12-15 01:04:37.623315,Data Platform,Сброс пароля,NOC,В работе,58
REQ21138,2025-12-12 18:23:37.623315,2025-12-12 23:23:37.623315,VPN,BI-отчет,Network,Завершен,5
REQ21139,2025-12-12 23:47:37.623315,2025-12-16 16:47:37.623315,Сеть офисов,Оборудование,Application Support,В работе,89
REQ21140,2025-12-13 06:59:37.623315,2025-12-13 22:59:37.623315,Корпоративная почта,Доступ,DBA,Завершен,16
REQ21141,2025-12-13 04:43:37.623315,2025-12-16 07:43:37.623315,Корпоративная почта,Доступ,DBA,Отклонен,75
REQ21142,2025-12-13 06:57:37.623315,2025-12-16 13:57:37.623315,ERP,Учетная запись,Service Desk L1,Завершен,79
REQ21143,2025-12-13 01:33:37.623315,2025-12-14 07:33:37.623315,VPN,Сброс пароля,Network,Завершен,30
REQ21144,2025-12-13 15:19:37.623315,2025-12-17 06:19:37.623315,Data Platform,Согласование,Service Desk L2,Завершен,87
REQ21145,2025-12-13 20:38:37.623315,2025-12-16 18:38:37.623315,Корпоративная почта,Сброс пароля,NOC,Отклонен,70
REQ21146,2025-12-13 17:12:37.623315,2025-12-17 11:12:37.623315,ERP,Доступ,Service Desk L2,Завершен,90
REQ21147,2025-12-13 02:16:37.623315,2025-12-15 11:16:37.623315,Data Platform,BI-отчет,Application Support,Завершен,57
REQ21148,2025-12-13 01:37:37.623315,2025-12-16 00:37:37.623315,Корпоративная почта,Доступ,DBA,Завершен,71
REQ21149,2025-12-13 08:58:37.623315,2025-12-16 21:58:37.623315,Сервис-деск,BI-отчет,Service Desk L2,Отклонен,85
REQ21150,2025-12-13 02:10:37.623315,2025-12-13 07:10:37.623315,Корпоративная почта,Сброс пароля,Service Desk L2,Завершен,5
REQ21151,2025-12-13 00:30:37.623315,2025-12-15 21:30:37.623315,Сеть офисов,Согласование,DBA,Завершен,69
REQ21152,2025-12-13 12:19:37.623315,2025-12-16 11:19:37.623315,Корпоративная почта,Учетная запись,NOC,Отклонен,71
REQ21153,2025-12-13 18:23:37.623315,2025-12-15 03:23:37.623315,ERP,Оборудование,NOC,Завершен,33
REQ21154,2025-12-13 07:53:37.623315,2025-12-15 03:53:37.623315,ERP,BI-отчет,Network,Завершен,44
REQ21155,2025-12-13 00:34:37.623315,2025-12-14 18:34:37.623315,VPN,Доступ,DBA,Завершен,42
REQ21156,2025-12-13 21:51:37.623315,2025-12-16 23:51:37.623315,Сервис-деск,Доступ,DBA,Отклонен,74
REQ21157,2025-12-13 02:34:37.623315,2025-12-16 01:34:37.623315,Data Platform,Доступ,NOC,В работе,71
REQ21158,2025-12-13 14:27:37.623315,2025-12-17 09:27:37.623315,Корпоративная почта,Согласование,NOC,Завершен,91
REQ21159,2025-12-13 04:11:37.623315,2025-12-17 00:11:37.623315,Корпоративная почта,BI-отчет,Service Desk L2,В работе,92
REQ21160,2025-12-12 23:29:37.623315,2025-12-14 15:29:37.623315,Data Platform,Учетная запись,NOC,Завершен,40
REQ21161,2025-12-13 15:56:37.623315,2025-12-17 04:56:37.623315,Корпоративная почта,Сброс пароля,NOC,Завершен,85
REQ21162,2025-12-13 04:14:37.623315,2025-12-16 02:14:37.623315,Data Platform,Учетная запись,Network,В работе,70
REQ21163,2025-12-13 04:19:37.623315,2025-12-15 20:19:37.623315,Сервис-деск,Доступ,Service Desk L1,Завершен,64
REQ21164,2025-12-13 12:51:37.623315,2025-12-16 07:51:37.623315,ERP,Согласование,DBA,В работе,67
REQ21165,2025-12-13 12:33:37.623315,2025-12-16 19:33:37.623315,Корпоративная почта,Оборудование,Service Desk L1,Завершен,79
REQ21166,2025-12-13 01:19:37.623315,2025-12-16 12:19:37.623315,Data Platform,Сброс пароля,Service Desk L1,Завершен,83
REQ21167,2025-12-13 20:45:37.623315,2025-12-14 13:45:37.623315,Сеть офисов,Сброс пароля,Application Support,Завершен,17
REQ21168,2025-12-13 19:30:37.623315,2025-12-14 12:30:37.623315,ERP,Сброс пароля,NOC,Завершен,17
REQ21169,2025-12-13 21:36:37.623315,2025-12-14 09:36:37.623315,ERP,Оборудование,Network,Завершен,12
REQ21170,2025-12-13 12:59:37.623315,2025-12-17 02:59:37.623315,Data Platform,Учетная запись,Application Support,В работе,86
REQ21171,2025-12-13 01:47:37.623315,2025-12-16 01:47:37.623315,ERP,Сброс пароля,Network,Завершен,72
REQ21172,2025-12-13 09:32:37.623315,2025-12-16 22:32:37.623315,Data Platform,Учетная запись,Network,Завершен,85
REQ21173,2025-12-12 23:29:37.623315,2025-12-16 10:29:37.623315,ERP,Сброс пароля,DBA,Отклонен,83
REQ21174,2025-12-13 02:20:37.623315,2025-12-16 22:20:37.623315,Data Platform,BI-отчет,Service Desk L1,Отклонен,92
REQ21175,2025-12-14 02:12:37.623315,2025-12-18 00:12:37.623315,Сеть офисов,Доступ,Application Support,Завершен,94
REQ21176,2025-12-14 06:25:37.623315,2025-12-17 22:25:37.623315,Корпоративная почта,Согласование,DBA,Отклонен,88
REQ21177,2025-12-14 17:04:37.623315,2025-12-17 03:04:37.623315,Корпоративная почта,Согласование,Service Desk L2,В работе,58
REQ21178,2025-12-14 19:48:37.623315,2025-12-15 23:48:37.623315,ERP,Оборудование,Application Support,Завершен,28
REQ21179,2025-12-14 06:04:37.623315,2025-12-16 22:04:37.623315,Корпоративная почта,BI-отчет,Network,Отклонен,64
REQ21180,2025-12-14 03:25:37.623315,2025-12-14 22:25:37.623315,Data Platform,Учетная запись,Service Desk L1,Отклонен,19
REQ21181,2025-12-14 09:02:37.623315,2025-12-17 04:02:37.623315,ERP,Согласование,Application Support,В работе,67
REQ21182,2025-12-14 01:26:37.623315,2025-12-15 15:26:37.623315,VPN,BI-отчет,Network,Завершен,38
REQ21183,2025-12-13 23:23:37.623315,2025-12-14 04:23:37.623315,Сервис-деск,Оборудование,DBA,В работе,5
REQ21184,2025-12-14 06:57:37.623315,2025-12-17 04:57:37.623315,Сеть офисов,Учетная запись,Application Support,Завершен,70
REQ21185,2025-12-14 22:05:37.623315,2025-12-15 09:05:37.623315,VPN,Оборудование,Network,В работе,11
REQ21186,2025-12-14 10:59:37.623315,2025-12-18 00:59:37.623315,Сервис-деск,BI-отчет,DBA,В работе,86
REQ21187,2025-12-14 18:34:37.623315,2025-12-15 12:34:37.623315,Data Platform,BI-отчет,Service Desk L2,В работе,18
REQ21188,2025-12-14 02:52:37.623315,2025-12-17 16:52:37.623315,Сеть офисов,Оборудование,Service Desk L2,В работе,86
REQ21189,2025-12-14 12:42:37.623315,2025-12-17 14:42:37.623315,Корпоративная почта,Сброс пароля,Application Support,Отклонен,74
REQ21190,2025-12-14 03:23:37.623315,2025-12-14 17:23:37.623315,Корпоративная почта,Сброс пароля,Service Desk L2,Завершен,14
REQ21191,2025-12-14 12:12:37.623315,2025-12-16 11:12:37.623315,VPN,Учетная запись,DBA,В работе,47
REQ21192,2025-12-14 08:32:37.623315,2025-12-16 17:32:37.623315,Data Platform,Оборудование,Network,Завершен,57
REQ21193,2025-12-14 03:52:37.623315,2025-12-15 04:52:37.623315,ERP,Сброс пароля,Network,Завершен,25
REQ21194,2025-12-14 06:52:37.623315,2025-12-16 06:52:37.623315,Сервис-деск,Согласование,Network,В работе,48
REQ21195,2025-12-14 18:51:37.623315,2025-12-17 00:51:37.623315,ERP,BI-отчет,DBA,Отклонен,54
REQ21196,2025-12-14 08:58:37.623315,2025-12-16 16:58:37.623315,VPN,Оборудование,Network,Отклонен,56
REQ21197,2025-12-14 09:06:37.623315,2025-12-16 10:06:37.623315,Корпоративная почта,Доступ,Network,В работе,49
REQ21198,2025-12-14 19:29:37.623315,2025-12-16 13:29:37.623315,Корпоративная почта,Согласование,Service Desk L1,Завершен,42
REQ21199,2025-12-14 17:47:37.623315,2025-12-16 12:47:37.623315,Data Platform,BI-отчет,Network,Завершен,43
REQ21200,2025-12-14 04:13:37.623315,2025-12-17 20:13:37.623315,Корпоративная почта,Согласование,Application Support,В работе,88
REQ21201,2025-12-14 13:06:37.623315,2025-12-17 06:06:37.623315,VPN,BI-отчет,Application Support,Отклонен,65
REQ21202,2025-12-14 10:05:37.623315,2025-12-14 14:05:37.623315,Сеть офисов,Согласование,Service Desk L1,Завершен,4
REQ21203,2025-12-14 08:04:37.623315,2025-12-15 20:04:37.623315,VPN,Доступ,Application Support,Отклонен,36
REQ21204,2025-12-14 02:40:37.623315,2025-12-16 11:40:37.623315,Сервис-деск,Сброс пароля,NOC,Завершен,57
REQ21205,2025-12-14 04:11:37.623315,2025-12-15 07:11:37.623315,ERP,Согласование,DBA,Отклонен,27
REQ21206,2025-12-14 22:20:37.623315,2025-12-18 17:20:37.623315,Сервис-деск,Учетная запись,Service Desk L2,Завершен,91
REQ21207,2025-12-14 09:19:37.623315,2025-12-16 07:19:37.623315,Data Platform,Учетная запись,Service Desk L1,В работе,46
REQ21208,2025-12-14 03:44:37.623315,2025-12-14 19:44:37.623315,Сеть офисов,Сброс пароля,Service Desk L2,Отклонен,16
REQ21209,2025-12-14 00:50:37.623315,2025-12-14 05:50:37.623315,VPN,Оборудование,Service Desk L2,Отклонен,5
REQ21210,2025-12-14 15:29:37.623315,2025-12-15 04:29:37.623315,ERP,Согласование,Service Desk L1,Отклонен,13
REQ21211,2025-12-15 20:37:37.623315,2025-12-18 09:37:37.623315,ERP,BI-отчет,DBA,Отклонен,61
REQ21212,2025-12-15 05:35:37.623315,2025-12-16 23:35:37.623315,ERP,BI-отчет,Service Desk L1,Отклонен,42
REQ21213,2025-12-15 05:43:37.623315,2025-12-17 21:43:37.623315,Корпоративная почта,BI-отчет,Application Support,Завершен,64
REQ21214,2025-12-15 08:57:37.623315,2025-12-17 13:57:37.623315,Data Platform,BI-отчет,NOC,В работе,53
REQ21215,2025-12-15 11:36:37.623315,2025-12-19 07:36:37.623315,Сеть офисов,Согласование,Service Desk L2,В работе,92
REQ21216,2025-12-15 09:04:37.623315,2025-12-16 17:04:37.623315,VPN,Доступ,Application Support,Завершен,32
REQ21217,2025-12-15 15:05:37.623315,2025-12-16 10:05:37.623315,Сервис-деск,Согласование,DBA,В работе,19
REQ21218,2025-12-15 04:10:37.623315,2025-12-18 00:10:37.623315,VPN,Сброс пароля,DBA,Отклонен,68
REQ21219,2025-12-15 09:37:37.623315,2025-12-18 14:37:37.623315,VPN,Учетная запись,DBA,Отклонен,77
REQ21220,2025-12-15 03:39:37.623315,2025-12-15 05:39:37.623315,Корпоративная почта,Доступ,Service Desk L2,Отклонен,2
REQ21221,2025-12-15 21:03:37.623315,2025-12-16 17:03:37.623315,Корпоративная почта,BI-отчет,DBA,Отклонен,20
REQ21222,2025-12-15 00:26:37.623315,2025-12-16 16:26:37.623315,Сервис-деск,Учетная запись,DBA,Завершен,40
REQ21223,2025-12-15 09:26:37.623315,2025-12-18 14:26:37.623315,Корпоративная почта,BI-отчет,Network,В работе,77
REQ21224,2025-12-15 06:13:37.623315,2025-12-16 02:13:37.623315,Data Platform,Доступ,DBA,Отклонен,20
REQ21225,2025-12-15 06:07:37.623315,2025-12-15 15:07:37.623315,Сервис-деск,Учетная запись,Service Desk L2,Завершен,9
REQ21226,2025-12-15 06:41:37.623315,2025-12-17 13:41:37.623315,Сервис-деск,Оборудование,DBA,Отклонен,55
REQ21227,2025-12-15 22:09:37.623315,2025-12-17 01:09:37.623315,Корпоративная почта,Доступ,NOC,Завершен,27
REQ21228,2025-12-15 22:23:37.623315,2025-12-19 03:23:37.623315,Корпоративная почта,BI-отчет,Service Desk L1,Отклонен,77
REQ21229,2025-12-15 06:25:37.623315,2025-12-18 06:25:37.623315,Data Platform,BI-отчет,NOC,Отклонен,72
REQ21230,2025-12-15 00:12:37.623315,2025-12-16 17:12:37.623315,Сеть офисов,Доступ,Application Support,Отклонен,41
REQ21231,2025-12-15 19:35:37.623315,2025-12-17 15:35:37.623315,Сервис-деск,Сброс пароля,NOC,В работе,44
REQ21232,2025-12-16 01:55:37.623315,2025-12-19 22:55:37.623315,Сервис-деск,Оборудование,Application Support,В работе,93
REQ21233,2025-12-16 16:53:37.623315,2025-12-17 06:53:37.623315,Корпоративная почта,Доступ,Application Support,Отклонен,14
REQ21234,2025-12-16 20:29:37.623315,2025-12-19 07:29:37.623315,VPN,Доступ,NOC,В работе,59
REQ21235,2025-12-16 02:36:37.623315,2025-12-17 11:36:37.623315,ERP,Согласование,NOC,Завершен,33
REQ21236,2025-12-16 16:40:37.623315,2025-12-17 14:40:37.623315,VPN,Доступ,NOC,Завершен,22
REQ21237,2025-12-16 17:03:37.623315,2025-12-19 17:03:37.623315,VPN,Сброс пароля,Application Support,Завершен,72
REQ21238,2025-12-16 01:10:37.623315,2025-12-19 01:10:37.623315,Сервис-деск,Оборудование,Service Desk L2,Отклонен,72
REQ21239,2025-12-16 02:17:37.623315,2025-12-19 18:17:37.623315,Data Platform,BI-отчет,NOC,Отклонен,88
REQ21240,2025-12-16 19:47:37.623315,2025-12-18 01:47:37.623315,Data Platform,Доступ,Application Support,Отклонен,30
REQ21241,2025-12-16 18:04:37.623315,2025-12-20 09:04:37.623315,Сервис-деск,Доступ,Service Desk L2,Отклонен,87
REQ21242,2025-12-16 14:36:37.623315,2025-12-20 14:36:37.623315,Data Platform,BI-отчет,NOC,В работе,96
REQ21243,2025-12-16 22:53:37.623315,2025-12-20 03:53:37.623315,Сервис-деск,Сброс пароля,Service Desk L2,В работе,77
REQ21244,2025-12-16 12:51:37.623315,2025-12-17 13:51:37.623315,Корпоративная почта,Доступ,NOC,В работе,25
REQ21245,2025-12-16 03:26:37.623315,2025-12-17 13:26:37.623315,Сервис-деск,Учетная запись,NOC,Завершен,34
REQ21246,2025-12-16 15:19:37.623315,2025-12-16 18:19:37.623315,Data Platform,Доступ,DBA,Завершен,3
REQ21247,2025-12-16 07:56:37.623315,2025-12-18 07:56:37.623315,Корпоративная почта,Учетная запись,Service Desk L2,Отклонен,48
REQ21248,2025-12-16 18:41:37.623315,2025-12-17 09:41:37.623315,VPN,Оборудование,DBA,Завершен,15
REQ21249,2025-12-16 15:44:37.623315,2025-12-17 03:44:37.623315,Корпоративная почта,BI-отчет,NOC,Отклонен,12
REQ21250,2025-12-16 08:12:37.623315,2025-12-19 20:12:37.623315,ERP,Сброс пароля,Network,В работе,84
REQ21251,2025-12-16 12:59:37.623315,2025-12-19 02:59:37.623315,VPN,BI-отчет,DBA,В работе,62
REQ21252,2025-12-16 09:45:37.623315,2025-12-17 01:45:37.623315,Сеть офисов,Оборудование,DBA,В работе,16
REQ21253,2025-12-16 14:26:37.623315,2025-12-17 22:26:37.623315,Data Platform,Согласование,Service Desk L2,Отклонен,32
REQ21254,2025-12-16 03:05:37.623315,2025-12-19 19:05:37.623315,Сеть офисов,BI-отчет,DBA,Завершен,88
REQ21255,2025-12-16 12:36:37.623315,2025-12-19 16:36:37.623315,ERP,Согласование,NOC,Завершен,76
REQ21256,2025-12-16 22:46:37.623315,2025-12-19 00:46:37.623315,Data Platform,BI-отчет,Application Support,Завершен,50
REQ21257,2025-12-16 10:44:37.623315,2025-12-19 03:44:37.623315,VPN,Согласование,NOC,Завершен,65
REQ21258,2025-12-16 17:15:37.623315,2025-12-19 14:15:37.623315,Data Platform,Учетная запись,Network,Завершен,69
REQ21259,2025-12-16 05:07:37.623315,2025-12-17 00:07:37.623315,VPN,Учетная запись,Service Desk L2,Отклонен,19
REQ21260,2025-12-16 09:03:37.623315,2025-12-18 11:03:37.623315,Корпоративная почта,Сброс пароля,Network,В работе,50
REQ21261,2025-12-16 11:32:37.623315,2025-12-19 04:32:37.623315,Data Platform,Оборудование,Service Desk L2,Завершен,65
REQ21262,2025-12-15 23:39:37.623315,2025-12-19 16:39:37.623315,Корпоративная почта,Доступ,DBA,В работе,89
REQ21263,2025-12-16 03:04:37.623315,2025-12-17 19:04:37.623315,VPN,Учетная запись,Service Desk L2,Завершен,40
REQ21264,2025-12-16 10:32:37.623315,2025-12-18 01:32:37.623315,Сеть офисов,Оборудование,NOC,Отклонен,39
REQ21265,2025-12-16 11:55:37.623315,2025-12-20 11:55:37.623315,Data Platform,Оборудование,DBA,В работе,96
REQ21266,2025-12-16 14:22:37.623315,2025-12-18 00:22:37.623315,Data Platform,Сброс пароля,DBA,Отклонен,34
